user_id:liv, total:   31
user_id:wkd, total:   16
user_id:ted, total:   15
user_id:cor, total:   13
user_id:ges, total:   13
user_id:pan, total:   13
user_id:chr, total:   13
user_id:hit, total:   12
user_id:tar, total:   12
user_id:pig, total:   11
user_id:see, total:   10
user_id:cad, total:   10
user_id:dlw, total:   10
user_id:kj9, total:   10
user_id:fla, total:    9
user_id:inc, total:    8
user_id:cor, total:    8
user_id:han, total:    8
user_id:mar, total:    8
user_id:jdh, total:    8
user_id:sav, total:    8
user_id:dan, total:    8
user_id:cyc, total:    8
user_id:spi, total:    8
user_id:yoo, total:    7
user_id:bal, total:    7
user_id:zjv, total:    7
user_id:pin, total:    7
user_id:dar, total:    7
user_id:mal, total:    7
user_id:gus, total:    7
user_id:typ, total:    7
user_id:den, total:    7
user_id:tj2, total:    6
user_id:mir, total:    6
user_id:reb, total:    6
user_id:sun, total:    6
user_id:mor, total:    6
user_id:shu, total:    6
user_id:dif, total:    6
user_id:yam, total:    6
user_id:mis, total:    6
user_id:dec, total:    6
user_id:ors, total:    6
user_id:ljh, total:    6
user_id:jin, total:    5
user_id:ldu, total:    5
user_id:apo, total:    5
user_id:ior, total:    5
user_id:tan, total:    5
