user_id:421, total:   13
user_id:spi, total:    4
user_id:fly, total:    4
user_id:cld, total:    3
user_id:pur, total:    3
user_id:ted, total:    3
user_id:loe, total:    3
user_id:liv, total:    3
user_id:dah, total:    3
user_id:dan, total:    3
user_id:Jul, total:    2
user_id:cyc, total:    2
user_id:s99, total:    2
user_id:new, total:    2
user_id:yoo, total:    2
user_id:drp, total:    2
user_id:twa, total:    2
user_id:ius, total:    2
user_id:wkd, total:    2
user_id:dkf, total:    2
user_id:inc, total:    2
user_id:tru, total:    2
user_id:tod, total:    2
user_id:aid, total:    2
user_id:pin, total:    2
user_id:got, total:    2
user_id:dyn, total:    2
user_id:dan, total:    2
user_id:wat, total:    2
user_id:ple, total:    2
user_id:m5n, total:    2
user_id:mak, total:    2
user_id:kyk, total:    2
user_id:ryu, total:    2
user_id:han, total:    2
user_id:cad, total:    2
user_id:bel, total:    2
user_id:ngc, total:    2
user_id:bar, total:    1
user_id:iam, total:    1
user_id:typ, total:    1
user_id:sho, total:    1
user_id:asc, total:    1
user_id:sao, total:    1
user_id:fig, total:    1
user_id:sls, total:    1
user_id:mdk, total:    1
user_id:mir, total:    1
user_id:lll, total:    1
user_id:bob, total:    1
