user_id:mem, total:   15
user_id:ges, total:   13
user_id:tow, total:   13
user_id:mon, total:   11
user_id:bia, total:    8
user_id:Jul, total:    7
user_id:cle, total:    6
user_id:sil, total:    6
user_id:asd, total:    6
user_id:mil, total:    5
user_id:nos, total:    5
user_id:lim, total:    5
user_id:log, total:    5
user_id:xyg, total:    5
user_id:woo, total:    5
user_id:woo, total:    5
user_id:izu, total:    5
user_id:cho, total:    4
user_id:lik, total:    4
user_id:liv, total:    4
user_id:non, total:    4
user_id:rac, total:    4
user_id:cho, total:    4
user_id:nes, total:    4
user_id:sai, total:    4
user_id:wat, total:    4
user_id:kom, total:    4
user_id:liv, total:    4
user_id:yoo, total:    4
user_id:eni, total:    4
user_id:juk, total:    4
user_id:new, total:    4
user_id:drp, total:    4
user_id:tom, total:    4
user_id:apo, total:    4
user_id:dlw, total:    3
user_id:elf, total:    3
user_id:kev, total:    3
user_id:mar, total:    3
user_id:sg4, total:    3
user_id:tj2, total:    3
user_id:dar, total:    3
user_id:ors, total:    3
user_id:alb, total:    3
user_id:adm, total:    3
user_id:dar, total:    3
user_id:pea, total:    3
user_id:sla, total:    3
user_id:sip, total:    3
user_id:N2b, total:    3
