user_id:dar, total:   40
user_id:spi, total:   20
user_id:liv, total:   16
user_id:see, total:   15
user_id:ska, total:   14
user_id:kj9, total:   13
user_id:fla, total:   12
user_id:tar, total:   11
user_id:ior, total:   10
user_id:sai, total:   10
user_id:and, total:   10
user_id:cad, total:   10
user_id:yoo, total:   10
user_id:dlw, total:    9
user_id:tru, total:    9
user_id:wkd, total:    9
user_id:nek, total:    9
user_id:ges, total:    9
user_id:pin, total:    9
user_id:web, total:    9
user_id:miz, total:    9
user_id:dan, total:    9
user_id:ted, total:    9
user_id:cat, total:    8
user_id:ect, total:    7
user_id:mal, total:    7
user_id:cor, total:    7
user_id:tj2, total:    7
user_id:smi, total:    7
user_id:min, total:    7
user_id:zjv, total:    7
user_id:pir, total:    7
user_id:han, total:    7
user_id:drp, total:    7
user_id:jin, total:    7
user_id:yow, total:    7
user_id:myf, total:    6
user_id:chr, total:    6
user_id:car, total:    6
user_id:shi, total:    6
user_id:asd, total:    6
user_id:4qv, total:    6
user_id:jdh, total:    6
user_id:yh0, total:    6
user_id:kim, total:    6
user_id:sym, total:    6
user_id:zo2, total:    6
user_id:blu, total:    6
user_id:kim, total:    6
user_id:ccm, total:    6
