author:mem, total:   12
author:tas, total:   11
author:k44, total:    9
author:cro, total:    8
author:dmd, total:    7
author:sup, total:    6
author:run, total:    6
author:lan, total:    6
author:Jul, total:    6
author:and, total:    5
author:mod, total:    5
author:moo, total:    5
author:lad, total:    5
author:dhk, total:    5
author:dar, total:    5
author:min, total:    5
author:pic, total:    5
author:fir, total:    4
author:kim, total:    4
author:oli, total:    4
author:cyh, total:    4
author:dym, total:    4
author:ran, total:    4
author:nan, total:    4
author:rou, total:    4
author:sai, total:    4
author:sho, total:    3
author:jdh, total:    3
author:liv, total:    3
author:edw, total:    3
author:kis, total:    3
author:zzo, total:    3
author:sav, total:    3
author:ljm, total:    3
author:hin, total:    3
author:boi, total:    3
author:yy4, total:    3
author:kam, total:    3
author:ban, total:    3
author:sws, total:    2
author:sla, total:    2
author:xen, total:    2
author:ves, total:    2
author:drp, total:    2
author:mir, total:    2
author:tab, total:    2
author:yhf, total:    2
author:ten, total:    2
author:ide, total:    2
author:peg, total:    2
