user_id:dar, total:   79
user_id:spi, total:   60
user_id:asc, total:   21
user_id:ors, total:   16
user_id:dan, total:   13
user_id:ges, total:   13
user_id:liv, total:   11
user_id:hyu, total:   11
user_id:yti, total:   11
user_id:and, total:   11
user_id:fly, total:   10
user_id:cld, total:   10
user_id:web, total:    9
user_id:mal, total:    9
user_id:dal, total:    8
user_id:sas, total:    8
user_id:jdh, total:    8
user_id:nek, total:    8
user_id:fla, total:    7
user_id:ivy, total:    7
user_id:ior, total:    6
user_id:dop, total:    6
user_id:see, total:    6
user_id:yoo, total:    6
user_id:dod, total:    6
user_id:kws, total:    6
user_id:zjv, total:    6
user_id:nou, total:    6
user_id:hel, total:    6
user_id:bes, total:    6
user_id:sla, total:    6
user_id:onl, total:    5
user_id:ich, total:    5
user_id:cho, total:    5
user_id:eof, total:    5
user_id:lee, total:    5
user_id:pmp, total:    5
user_id:now, total:    5
user_id:alp, total:    5
user_id:win, total:    5
user_id:jin, total:    4
user_id:tpw, total:    4
user_id:mir, total:    4
user_id:red, total:    4
user_id:wan, total:    4
user_id:mar, total:    4
user_id:tom, total:    4
user_id:yj2, total:    4
user_id:noi, total:    4
user_id:tar, total:    4
