user_id:spi, total:   13
user_id:421, total:    7
user_id:jun, total:    5
user_id:wkd, total:    4
user_id:liv, total:    4
user_id:ret, total:    4
user_id:fru, total:    4
user_id:dan, total:    4
user_id:pig, total:    4
user_id:chr, total:    3
user_id:sha, total:    3
user_id:nou, total:    3
user_id:lyl, total:    3
user_id:dar, total:    3
user_id:sla, total:    3
user_id:pan, total:    3
user_id:asc, total:    3
user_id:smi, total:    3
user_id:mis, total:    3
user_id:kyu, total:    2
user_id:kim, total:    2
user_id:vir, total:    2
user_id:bor, total:    2
user_id:apo, total:    2
user_id:zta, total:    2
user_id:nix, total:    2
user_id:kra, total:    2
user_id:son, total:    2
user_id:den, total:    2
user_id:han, total:    2
user_id:you, total:    2
user_id:sin, total:    2
user_id:dif, total:    2
user_id:jun, total:    2
user_id:ben, total:    2
user_id:can, total:    2
user_id:win, total:    2
user_id:lig, total:    2
user_id:wch, total:    2
user_id:kns, total:    2
user_id:gga, total:    2
user_id:hin, total:    2
user_id:yao, total:    2
user_id:hee, total:    2
user_id:bk2, total:    2
user_id:jun, total:    2
user_id:cho, total:    2
user_id:gus, total:    2
user_id:rit, total:    2
user_id:red, total:    2
