user_id:mem, total:   18
user_id:kj9, total:    7
user_id:fiv, total:    5
user_id:ges, total:    5
user_id:xhf, total:    5
user_id:kan, total:    4
user_id:ell, total:    4
user_id:paz, total:    4
user_id:apo, total:    4
user_id:cad, total:    4
user_id:jpr, total:    4
user_id:win, total:    4
user_id:lif, total:    4
user_id:bub, total:    4
user_id:421, total:    3
user_id:jph, total:    3
user_id:kic, total:    3
user_id:bia, total:    3
user_id:mor, total:    3
user_id:gum, total:    3
user_id:ryu, total:    3
user_id:mar, total:    3
user_id:dar, total:    3
user_id:pig, total:    3
user_id:cor, total:    3
user_id:spo, total:    3
user_id:tar, total:    3
user_id:qui, total:    3
user_id:msz, total:    2
user_id:tan, total:    2
user_id:qua, total:    2
user_id:des, total:    2
user_id:sws, total:    2
user_id:lik, total:    2
user_id:zta, total:    2
user_id:pmp, total:    2
user_id:pot, total:    2
user_id:cyc, total:    2
user_id:har, total:    2
user_id:sz0, total:    2
user_id:koa, total:    2
user_id:enj, total:    2
user_id:for, total:    2
user_id:whi, total:    2
user_id:cli, total:    2
user_id:tt4, total:    2
user_id:yjh, total:    2
user_id:cro, total:    2
user_id:dkk, total:    2
user_id:ukj, total:    2
