user_id:mem, total:   52
user_id:ges, total:   34
user_id:Jul, total:   34
user_id:ama, total:   28
user_id:dar, total:   21
user_id:sai, total:   17
user_id:liv, total:   17
user_id:mod, total:   17
user_id:fly, total:   17
user_id:oli, total:   16
user_id:ljm, total:   16
user_id:dym, total:   15
user_id:kic, total:   15
user_id:hin, total:   15
user_id:mar, total:   14
user_id:sil, total:   13
user_id:jdh, total:   13
user_id:tow, total:   13
user_id:cor, total:   12
user_id:las, total:   12
user_id:lim, total:   12
user_id:kim, total:   11
user_id:zel, total:   11
user_id:cro, total:   11
user_id:yst, total:   11
user_id:wov, total:   11
user_id:f49, total:   10
user_id:coo, total:   10
user_id:see, total:   10
user_id:med, total:   10
user_id:bal, total:   10
user_id:dlw, total:   10
user_id:drp, total:   10
user_id:m5n, total:   10
user_id:nou, total:    9
user_id:nov, total:    9
user_id:eud, total:    9
user_id:cyc, total:    9
user_id:fla, total:    9
user_id:cha, total:    9
user_id:ves, total:    9
user_id:spi, total:    9
user_id:mon, total:    9
user_id:tj2, total:    9
user_id:das, total:    8
user_id:che, total:    8
user_id:tom, total:    8
user_id:alb, total:    8
user_id:pic, total:    8
user_id:ret, total:    8
