user_id:sp, total:   80
user_id:da, total:   40
user_id:ju, total:   22
user_id:da, total:   22
user_id:yt, total:   18
user_id:pt, total:   16
user_id:as, total:   15
user_id:ev, total:   13
user_id:ni, total:   12
user_id:ro, total:   11
user_id:li, total:   10
user_id:sl, total:   10
user_id:as, total:    9
user_id:lj, total:    9
user_id:fl, total:    9
user_id:ca, total:    9
user_id:wk, total:    9
user_id:gi, total:    8
user_id:ia, total:    8
user_id:to, total:    8
user_id:ha, total:    7
user_id:re, total:    7
user_id:ge, total:    7
user_id:mn, total:    7
user_id:ar, total:    7
user_id:ra, total:    7
user_id:lo, total:    7
user_id:an, total:    6
user_id:th, total:    6
user_id:ni, total:    6
user_id:ze, total:    6
user_id:gu, total:    6
user_id:ka, total:    6
user_id:dy, total:    5
user_id:jd, total:    5
user_id:or, total:    5
user_id:co, total:    5
user_id:ne, total:    5
user_id:da, total:    5
user_id:be, total:    5
user_id:we, total:    5
user_id:4q, total:    5
user_id:hy, total:    5
user_id:io, total:    5
user_id:tc, total:    5
user_id:dd, total:    5
user_id:pa, total:    5
user_id:yh, total:    5
user_id:wi, total:    5
user_id:yj, total:    5
