user_id:liv, total:   27
user_id:jdh, total:   16
user_id:chr, total:   12
user_id:wkd, total:   10
user_id:ior, total:    9
user_id:ted, total:    9
user_id:cor, total:    8
user_id:lik, total:    8
user_id:apo, total:    7
user_id:hit, total:    7
user_id:nar, total:    7
user_id:hin, total:    7
user_id:ska, total:    7
user_id:cre, total:    6
user_id:ors, total:    6
user_id:kic, total:    6
user_id:dan, total:    6
user_id:pig, total:    6
user_id:gay, total:    6
user_id:gus, total:    5
user_id:mar, total:    5
user_id:ges, total:    5
user_id:Jul, total:    5
user_id:sla, total:    5
user_id:A15, total:    5
user_id:eyh, total:    5
user_id:han, total:    5
user_id:cyc, total:    5
user_id:ret, total:    5
user_id:ice, total:    4
user_id:dlw, total:    4
user_id:fad, total:    4
user_id:rac, total:    4
user_id:tor, total:    4
user_id:tpw, total:    4
user_id:f49, total:    4
user_id:las, total:    4
user_id:qhs, total:    4
user_id:pan, total:    4
user_id:spi, total:    4
user_id:wat, total:    3
user_id:cho, total:    3
user_id:shi, total:    3
user_id:jus, total:    3
user_id:in0, total:    3
user_id:jyc, total:    3
user_id:cor, total:    3
user_id:col, total:    3
user_id:hor, total:    3
user_id:yhf, total:    3
