user_id:liv, total:   38
user_id:cor, total:   20
user_id:jdh, total:   17
user_id:sav, total:   16
user_id:thi, total:   15
user_id:wkd, total:   15
user_id:ors, total:   14
user_id:han, total:   14
user_id:ted, total:   12
user_id:f49, total:   12
user_id:pig, total:   12
user_id:cad, total:   11
user_id:kic, total:   11
user_id:dlw, total:   10
user_id:tar, total:    9
user_id:sym, total:    9
user_id:ior, total:    9
user_id:Jul, total:    9
user_id:izb, total:    9
user_id:ges, total:    9
user_id:hit, total:    9
user_id:mir, total:    8
user_id:nar, total:    8
user_id:hin, total:    8
user_id:apo, total:    8
user_id:aip, total:    8
user_id:lik, total:    8
user_id:ljb, total:    8
user_id:gay, total:    8
user_id:mis, total:    8
user_id:sla, total:    7
user_id:tod, total:    7
user_id:nic, total:    7
user_id:bae, total:    7
user_id:reb, total:    7
user_id:ska, total:    6
user_id:psi, total:    6
user_id:fru, total:    6
user_id:hin, total:    6
user_id:cor, total:    6
user_id:sti, total:    6
user_id:mon, total:    6
user_id:hym, total:    6
user_id:las, total:    6
user_id:bia, total:    6
user_id:yam, total:    6
user_id:Mac, total:    6
user_id:cyc, total:    6
user_id:zo2, total:    6
user_id:chr, total:    6
