user_id:liv, total:   32
user_id:sav, total:   20
user_id:jun, total:   19
user_id:ges, total:   15
user_id:sla, total:   14
user_id:cad, total:   14
user_id:421, total:   14
user_id:thi, total:   12
user_id:erg, total:   11
user_id:sym, total:   11
user_id:ted, total:   11
user_id:lik, total:   10
user_id:ohm, total:   10
user_id:jdh, total:   10
user_id:Kin, total:    9
user_id:ljb, total:    9
user_id:ten, total:    9
user_id:pig, total:    9
user_id:apo, total:    9
user_id:mis, total:    9
user_id:cor, total:    9
user_id:juy, total:    9
user_id:izb, total:    8
user_id:han, total:    8
user_id:bal, total:    8
user_id:fiv, total:    8
user_id:c10, total:    8
user_id:kic, total:    8
user_id:Mac, total:    8
user_id:jue, total:    7
user_id:lol, total:    7
user_id:cyc, total:    7
user_id:sun, total:    7
user_id:reb, total:    7
user_id:bul, total:    7
user_id:ors, total:    7
user_id:f49, total:    7
user_id:tj2, total:    6
user_id:lee, total:    6
user_id:wkd, total:    6
user_id:shi, total:    6
user_id:spi, total:    6
user_id:th2, total:    6
user_id:sim, total:    6
user_id:neo, total:    6
user_id:hym, total:    6
user_id:psi, total:    6
user_id:rea, total:    6
user_id:ais, total:    6
user_id:mil, total:    6
