user_id:liv, total:   23
user_id:sav, total:   21
user_id:ted, total:   17
user_id:thi, total:   17
user_id:ges, total:   14
user_id:sym, total:   13
user_id:421, total:   12
user_id:izb, total:   11
user_id:cad, total:   10
user_id:cor, total:   10
user_id:reb, total:   10
user_id:wkd, total:   10
user_id:mir, total:    9
user_id:aip, total:    9
user_id:pig, total:    9
user_id:ljb, total:    9
user_id:mis, total:    9
user_id:dlw, total:    9
user_id:f49, total:    8
user_id:amd, total:    8
user_id:kic, total:    8
user_id:lee, total:    8
user_id:han, total:    8
user_id:tom, total:    8
user_id:rex, total:    7
user_id:Kin, total:    7
user_id:tar, total:    7
user_id:jdh, total:    7
user_id:c10, total:    7
user_id:juy, total:    7
user_id:bia, total:    6
user_id:Jul, total:    6
user_id:lft, total:    6
user_id:fig, total:    6
user_id:hin, total:    6
user_id:sti, total:    6
user_id:ohm, total:    6
user_id:zza, total:    6
user_id:lol, total:    6
user_id:hit, total:    6
user_id:nou, total:    6
user_id:fru, total:    5
user_id:Mac, total:    5
user_id:las, total:    5
user_id:bul, total:    5
user_id:sun, total:    5
user_id:lux, total:    5
user_id:sil, total:    5
user_id:ten, total:    5
user_id:con, total:    5
