user_id:yj, total:   44
user_id:yo, total:    4
user_id:ha, total:    3
user_id:ni, total:    3
user_id:ma, total:    3
user_id:hy, total:    3
user_id:lj, total:    3
user_id:pi, total:    2
user_id:mi, total:    2
user_id:ri, total:    2
user_id:co, total:    2
user_id:an, total:    2
user_id:hs, total:    2
user_id:ak, total:    2
user_id:tr, total:    2
user_id:dr, total:    2
user_id:zi, total:    1
user_id:je, total:    1
user_id:up, total:    1
user_id:li, total:    1
user_id:ho, total:    1
user_id:pe, total:    1
user_id:no, total:    1
user_id:pa, total:    1
user_id:ra, total:    1
user_id:ci, total:    1
user_id:o_, total:    1
user_id:sb, total:    1
user_id:no, total:    1
user_id:ji, total:    1
user_id:mo, total:    1
user_id:ho, total:    1
user_id:by, total:    1
user_id:42, total:    1
user_id:se, total:    1
user_id:te, total:    1
user_id:hy, total:    1
user_id:ki, total:    1
user_id:co, total:    1
user_id:bu, total:    1
user_id:se, total:    1
user_id:no, total:    1
user_id:ju, total:    1
user_id:jj, total:    1
user_id:am, total:    1
user_id:cr, total:    1
user_id:fi, total:    1
user_id:k2, total:    1
user_id:to, total:    1
user_id:ia, total:    1
