user_id:yj, total:   67
user_id:of, total:    4
user_id:ji, total:    4
user_id:ha, total:    3
user_id:gp, total:    3
user_id:zj, total:    3
user_id:yo, total:    3
user_id:gg, total:    3
user_id:ia, total:    2
user_id:le, total:    2
user_id:qu, total:    2
user_id:cl, total:    2
user_id:pr, total:    2
user_id:qh, total:    2
user_id:dr, total:    2
user_id:ha, total:    2
user_id:Ju, total:    2
user_id:bo, total:    2
user_id:bg, total:    2
user_id:lb, total:    2
user_id:tr, total:    2
user_id:pt, total:    1
user_id:sy, total:    1
user_id:mo, total:    1
user_id:te, total:    1
user_id:yu, total:    1
user_id:ba, total:    1
user_id:re, total:    1
user_id:od, total:    1
user_id:na, total:    1
user_id:le, total:    1
user_id:sc, total:    1
user_id:fa, total:    1
user_id:co, total:    1
user_id:am, total:    1
user_id:dl, total:    1
user_id:ri, total:    1
user_id:wl, total:    1
user_id:sl, total:    1
user_id:ni, total:    1
user_id:su, total:    1
user_id:my, total:    1
user_id:ns, total:    1
user_id:EN, total:    1
user_id:mo, total:    1
user_id:el, total:    1
user_id:bl, total:    1
user_id:st, total:    1
user_id:du, total:    1
user_id:hm, total:    1
